po_id,sku_id,supplier_id,po_date,promised_delivery_date,delivery_date,order_qty,unit_cost,shipping_mode,status,incoterm,currency,freight_cost,duty_cost
PO42735700,SKU8185788985,200983,2016-06-15,2016-06-24,2016-06-22,100,74.62,Land,delivered,DAP,MYR,16.01,13.96
PO07141974,SKU8185788985,200983,2016-09-15,2016-09-24,2016-09-18,132,76.32,Land,delivered,EXW,MYR,24.87,4.11
PO46280662,SKU8185788985,200983,2016-12-16,2016-12-25,2016-12-29,90,68.64,Land,delivered,CIF,MYR,13.57,5.0
PO30464715,SKU8185788985,200983,2017-03-16,2017-03-25,2017-03-27,80,65.21,Land,delivered,FOB,MYR,16.36,5.83
PO87563669,SKU8185788985,200983,2017-06-15,2017-06-24,2017-06-22,80,64.75,Land,delivered,DAP,MYR,12.33,6.46
PO79784981,SKU8185788985,200983,2017-09-15,2017-09-24,2017-09-21,80,65.61,Land,delivered,FOB,MYR,16.01,4.44
PO19310800,SKU8185788985,200983,2017-12-16,2017-12-25,2017-12-23,80,66.78,Land,delivered,CIF,MYR,9.82,11.8
PO83572223,SKU8185788985,200983,2018-03-16,2018-03-25,2018-03-27,80,66.8,Land,delivered,FOB,MYR,9.23,7.68
PO77830860,SKU8185788985,200983,2019-03-16,2019-03-25,2019-03-23,80,67.39,Land,delivered,FOB,MYR,16.39,8.87
PO24481285,SKU3543128798,200991,2016-03-21,2016-04-11,2016-04-10,87,19.24,Air,delivered,EXW,USD,9.1,8.07
PO57546931,SKU3543128798,200991,2016-03-21,2016-04-11,2016-04-13,185,16.13,Air,delivered,CIF,USD,39.29,4.7
PO38764655,SKU3543128798,200991,2016-06-03,2016-06-24,2016-06-22,185,18.54,Air,delivered,CIF,USD,9.53,18.29
PO70216125,SKU3543128798,200991,2016-09-03,2016-09-24,2016-09-24,152,16.84,Air,delivered,CIF,USD,33.0,8.96
PO27186309,SKU3543128798,200991,2016-12-04,2016-12-25,2016-12-20,128,18.05,Air,delivered,FOB,USD,31.04,12.52
PO54892082,SKU3543128798,200991,2017-03-04,2017-03-25,2017-03-24,111,20.22,Air,delivered,CIF,USD,12.12,16.61
PO11012579,SKU3543128798,200991,2017-06-03,2017-06-24,2017-06-19,103,15.56,Air,delivered,CIF,USD,17.35,11.35
PO02114074,SKU3543128798,200991,2017-09-03,2017-09-24,2017-09-22,124,16.61,Air,delivered,CIF,USD,27.61,4.61
PO67083979,SKU3543128798,200991,2017-12-04,2017-12-25,2017-12-25,95,15.43,Air,delivered,EXW,USD,22.23,13.06
PO24366579,SKU3543128798,200991,2018-03-04,2018-03-25,2018-03-25,80,19.66,Air,delivered,CIF,USD,16.58,2.76
PO47700379,SKU3543128798,200991,2018-06-03,2018-06-24,2018-06-20,94,19.69,Air,delivered,FOB,USD,23.13,2.94
PO80330064,SKU3543128798,200991,2018-09-03,2018-09-24,2018-09-29,109,17.63,Air,delivered,EXW,USD,8.89,16.14
PO80124392,SKU3543128798,200991,2018-12-04,2018-12-25,2018-12-25,80,16.94,Air,delivered,CIF,USD,18.42,5.95
PO99409051,SKU3543128798,200991,2019-03-04,2019-03-25,2019-03-27,80,19.34,Air,delivered,CIF,USD,8.59,9.15
PO29064835,SKU3543128798,200991,2019-06-03,2019-06-24,2019-06-22,80,16.46,Air,delivered,EXW,USD,14.13,4.14
PO44207044,SKU3543128798,200991,2019-09-03,2019-09-24,2019-09-23,80,17.11,Air,delivered,CIF,USD,14.58,8.49
PO22954171,SKU3543128798,200991,2020-12-04,2020-12-25,2020-12-27,80,17.99,Air,delivered,FOB,USD,4.54,3.71
PO43505585,SKU6453037202,200232,2017-11-19,2017-12-10,2017-12-11,123,8.49,Sea,delivered,FOB,USD,13.5,4.71
PO27131720,SKU6453037202,200232,2017-12-04,2017-12-25,2017-12-24,179,7.57,Sea,delivered,CIF,USD,14.88,17.42
PO32166378,SKU6453037202,200232,2018-03-04,2018-03-25,2018-03-22,217,9.68,Sea,delivered,FOB,USD,50.79,30.95
PO62121596,SKU6453037202,200232,2018-06-03,2018-06-24,2018-06-25,274,7.69,Sea,delivered,EXW,USD,67.97,34.43
PO73514998,SKU6453037202,200232,2018-09-03,2018-09-24,2018-09-25,316,9.37,Sea,delivered,CIF,USD,56.31,30.68
PO61213784,SKU6453037202,200232,2018-12-04,2018-12-25,2018-12-27,363,9.36,Sea,delivered,EXW,USD,33.96,8.62
PO95414999,SKU6453037202,200232,2019-03-04,2019-03-25,2019-03-30,331,9.34,Sea,delivered,FOB,USD,23.12,10.88
PO17647397,SKU6453037202,200232,2019-06-03,2019-06-24,2019-06-16,309,9.33,Sea,delivered,CIF,USD,39.32,12.09
PO76667430,SKU6453037202,200232,2019-09-03,2019-09-24,2019-09-19,374,8.71,Sea,delivered,EXW,USD,70.55,33.89
PO27213297,SKU6453037202,200232,2019-12-04,2019-12-25,2019-12-24,306,7.78,Sea,delivered,FOB,USD,60.93,41.03
PO58720255,SKU6453037202,200232,2020-03-04,2020-03-25,2020-03-25,334,9.25,Sea,delivered,CIF,USD,39.65,11.38
PO34024955,SKU6453037202,200232,2020-06-03,2020-06-24,2020-06-24,348,7.47,Sea,delivered,DAP,USD,78.58,21.56
PO85177983,SKU6453037202,200232,2020-09-03,2020-09-24,2020-09-26,272,9.37,Sea,delivered,FOB,USD,44.7,10.25
PO45236238,SKU6453037202,200232,2020-12-04,2020-12-25,2020-12-25,335,7.48,Sea,delivered,FOB,USD,37.49,29.9
PO50574821,SKU6453037202,200232,2021-03-04,2021-03-25,2021-03-21,336,9.33,Sea,delivered,DAP,USD,44.55,22.45
PO18318873,SKU6453037202,200232,2021-06-03,2021-06-24,2021-06-23,325,8.75,Sea,delivered,DAP,USD,65.93,39.86
PO15547747,SKU6453037202,200232,2021-09-03,2021-09-24,2021-09-22,303,8.76,Sea,delivered,EXW,USD,47.47,16.78
PO46658093,SKU6453037202,200232,2021-12-04,2021-12-25,2021-12-24,313,9.11,Sea,delivered,FOB,USD,61.89,39.43
PO69002864,SKU6453037202,200232,2022-03-04,2022-03-25,2022-03-24,354,8.01,Sea,delivered,DAP,USD,19.31,38.7
PO90167130,SKU6453037202,200232,2022-06-03,2022-06-24,2022-06-26,336,8.17,Sea,delivered,CIF,USD,17.4,30.36
PO34246303,SKU6453037202,200232,2022-09-03,2022-09-24,2022-09-24,334,8.83,Sea,delivered,FOB,USD,27.4,41.32
PO33815227,SKU6941397148,200112,2018-05-22,2018-06-12,2018-06-10,382,6.01,Sea,delivered,EXW,EUR,80.22,42.84
PO97475166,SKU6941397148,200112,2018-06-03,2018-06-24,2018-06-26,788,6.08,Sea,delivered,DAP,EUR,58.96,57.92
PO15044133,SKU6941397148,200112,2018-09-03,2018-09-24,2018-09-20,565,5.68,Sea,delivered,FOB,EUR,65.05,16.69
PO05060270,SKU6941397148,200112,2018-12-04,2018-12-25,2018-12-26,399,5.87,Sea,delivered,FOB,EUR,74.1,11.14
PO98634703,SKU6941397148,200112,2019-03-04,2019-03-25,2019-03-18,311,6.12,Sea,delivered,DAP,EUR,17.72,21.69
PO43689341,SKU6941397148,200112,2019-06-03,2019-06-24,2019-06-25,330,6.46,Sea,delivered,DAP,EUR,57.59,49.41
PO31355501,SKU6941397148,200112,2019-09-03,2019-09-24,2019-09-25,147,6.36,Sea,delivered,DAP,EUR,36.53,5.64
PO27886463,SKU6941397148,200112,2019-12-04,2019-12-25,2019-12-31,115,5.75,Sea,delivered,FOB,EUR,6.01,4.94
PO71968373,SKU6941397148,200112,2020-03-04,2020-03-25,2020-03-23,80,6.84,Sea,delivered,DAP,EUR,12.94,11.42
PO33361497,SKU6941397148,200112,2020-09-03,2020-09-24,2020-09-28,80,6.09,Sea,delivered,DAP,EUR,14.78,8.96
PO56832980,SKU6941397148,200112,2021-03-04,2021-03-25,2021-03-18,80,5.67,Sea,delivered,FOB,EUR,9.69,8.43
PO08500803,SKU6941397148,200112,2021-06-03,2021-06-24,2021-06-22,80,7.21,Sea,delivered,FOB,EUR,4.76,2.67
PO15048050,SKU6941397148,200112,2021-09-03,2021-09-24,2021-09-23,80,7.19,Sea,delivered,EXW,EUR,9.28,4.18
PO87606581,SKU8112255921,200439,2021-07-25,2021-08-15,2021-08-19,80,2.48,Sea,delivered,CIF,USD,6.45,7.9
PO40586312,SKU8112255921,200439,2021-07-25,2021-08-15,2021-08-17,232,2.56,Sea,delivered,FOB,USD,49.22,16.73
PO87281689,SKU8112255921,200439,2021-09-03,2021-09-24,2021-09-25,324,2.37,Sea,delivered,CIF,USD,49.43,31.32
PO03894195,SKU8112255921,200439,2021-12-04,2021-12-25,2021-12-26,424,2.45,Sea,delivered,EXW,USD,39.95,25.28
PO81409803,SKU8112255921,200439,2022-03-04,2022-03-25,2022-03-28,425,3.02,Sea,delivered,EXW,USD,23.89,50.73
PO95206296,SKU8112255921,200439,2022-06-03,2022-06-24,2022-06-20,497,2.5,Sea,delivered,DAP,USD,123.18,31.3
PO97422038,SKU8112255921,200439,2022-09-03,2022-09-24,2022-10-01,505,2.81,Sea,delivered,EXW,USD,98.18,64.04
PO14546117,SKU8528433028,200271,2022-06-04,2022-06-18,2022-06-21,90,52.95,Sea,delivered,DAP,KRW,6.47,2.22
PO64129228,SKU8528433028,200271,2022-06-10,2022-06-24,2022-06-27,152,68.39,Sea,delivered,DAP,KRW,24.16,10.85
PO69468508,SKU8528433028,200271,2022-09-10,2022-09-24,2022-09-20,251,66.3,Sea,delivered,FOB,KRW,38.59,34.08
PO60463107,SKU5230183443,200991,2016-09-26,2016-10-17,2016-10-21,107,7.73,Air,delivered,FOB,USD,24.13,8.49
PO83196374,SKU5230183443,200991,2016-09-26,2016-10-17,2016-10-19,399,6.39,Air,delivered,CIF,USD,59.52,26.85
PO17128985,SKU5230183443,200991,2016-12-04,2016-12-25,2016-12-22,561,6.43,Air,delivered,DAP,USD,29.84,30.28
PO66653731,SKU5230183443,200991,2017-03-04,2017-03-25,2017-03-27,512,7.58,Air,delivered,DAP,USD,49.8,49.49
PO32958290,SKU5230183443,200991,2017-06-03,2017-06-24,2017-06-25,584,7.47,Air,delivered,CIF,USD,67.45,18.75
PO46211005,SKU5230183443,200991,2017-09-03,2017-09-24,2017-09-27,573,6.41,Air,delivered,DAP,USD,28.75,70.36
PO66295093,SKU5230183443,200991,2017-12-04,2017-12-25,2017-12-22,791,7.47,Air,delivered,EXW,USD,195.24,86.97
PO25897627,SKU5230183443,200991,2018-03-04,2018-03-25,2018-03-24,755,7.12,Air,delivered,DAP,USD,51.68,95.36
PO12081406,SKU5230183443,200991,2018-06-03,2018-06-24,2018-06-26,758,7.49,Air,delivered,DAP,USD,62.03,39.63
PO62605733,SKU5230183443,200991,2018-09-03,2018-09-24,2018-09-24,642,7.71,Air,delivered,DAP,USD,155.26,48.29
PO81782133,SKU5230183443,200991,2018-12-04,2018-12-25,2018-12-27,595,6.87,Air,delivered,FOB,USD,139.33,46.82
PO70354079,SKU5230183443,200991,2019-03-04,2019-03-25,2019-03-24,639,6.73,Air,delivered,EXW,USD,57.46,63.51
PO99162986,SKU5230183443,200991,2019-06-03,2019-06-24,2019-06-24,703,6.94,Air,delivered,DAP,USD,41.44,92.6
PO68451701,SKU5230183443,200991,2019-09-03,2019-09-24,2019-09-25,643,8.13,Air,delivered,EXW,USD,62.08,57.9
PO77971164,SKU5230183443,200991,2019-12-04,2019-12-25,2019-12-28,647,6.42,Air,delivered,EXW,USD,73.46,51.72
PO09599552,SKU5230183443,200991,2020-03-04,2020-03-25,2020-03-23,676,6.48,Air,delivered,EXW,USD,155.38,17.1
PO91799982,SKU5230183443,200991,2020-06-03,2020-06-24,2020-06-29,564,8.11,Air,delivered,CIF,USD,97.3,68.73
PO39322341,SKU5230183443,200991,2020-09-03,2020-09-24,2020-09-24,533,6.38,Air,delivered,DAP,USD,28.77,45.49
PO41654078,SKU5230183443,200991,2020-12-04,2020-12-25,2020-12-25,351,7.64,Air,delivered,FOB,USD,18.11,40.17
PO29700560,SKU5230183443,200991,2021-03-04,2021-03-25,2021-03-29,295,8.15,Air,delivered,FOB,USD,62.56,23.43
PO87593506,SKU5230183443,200991,2021-06-03,2021-06-24,2021-06-19,237,6.9,Air,delivered,FOB,USD,16.17,32.44
PO78418726,SKU5230183443,200991,2021-09-03,2021-09-24,2021-09-21,160,8.01,Air,delivered,FOB,USD,14.47,8.43
PO56428042,SKU5230183443,200991,2021-12-04,2021-12-25,2021-12-26,81,7.54,Air,delivered,DAP,USD,12.03,4.04
PO18405901,SKU5230183443,200991,2022-03-04,2022-03-25,2022-03-22,95,6.44,Air,delivered,FOB,USD,19.8,3.02
PO83407840,SKU5230183443,200991,2022-06-03,2022-06-24,2022-06-21,114,7.35,Air,delivered,EXW,USD,27.99,14.84
PO77544528,SKU5230183443,200991,2022-09-03,2022-09-24,2022-09-29,80,7.98,Air,delivered,CIF,USD,6.46,8.25
PO79779004,SKU6729730365,200828,2015-12-04,2015-12-25,2015-12-26,293,2.67,Sea,delivered,FOB,SEK,68.8,10.02
PO79763750,SKU6729730365,200828,2016-03-04,2016-03-25,2016-03-22,262,2.53,Sea,delivered,EXW,SEK,57.98,29.48
PO26958305,SKU6729730365,200828,2016-06-03,2016-06-24,2016-06-29,284,3.06,Sea,delivered,FOB,SEK,49.42,16.25
PO52418677,SKU6729730365,200828,2016-09-03,2016-09-24,2016-09-20,382,2.77,Sea,delivered,DAP,SEK,29.26,37.58
PO65274672,SKU6729730365,200828,2016-12-04,2016-12-25,2016-12-27,281,2.93,Sea,delivered,EXW,SEK,67.37,9.8
PO70318285,SKU6729730365,200828,2017-03-04,2017-03-25,2017-03-31,356,2.71,Sea,delivered,DAP,SEK,68.81,17.11
PO73872679,SKU6729730365,200828,2017-06-03,2017-06-24,2017-06-28,301,3.17,Sea,delivered,FOB,SEK,22.45,14.67
PO70314483,SKU6729730365,200828,2017-09-03,2017-09-24,2017-09-23,347,2.55,Sea,delivered,EXW,SEK,78.29,10.14
PO78454274,SKU6729730365,200828,2017-12-04,2017-12-25,2017-12-20,334,3.17,Sea,delivered,EXW,SEK,38.98,28.89
PO64267689,SKU6729730365,200828,2018-03-04,2018-03-25,2018-03-22,360,2.59,Sea,delivered,EXW,SEK,65.1,20.95
PO51456260,SKU6729730365,200828,2018-06-03,2018-06-24,2018-06-19,237,2.74,Sea,delivered,FOB,SEK,36.87,12.14
PO84264206,SKU6729730365,200828,2018-09-03,2018-09-24,2018-09-22,259,3.25,Sea,delivered,CIF,SEK,52.25,20.29
PO79636108,SKU6729730365,200828,2018-12-04,2018-12-25,2018-12-18,195,2.71,Sea,delivered,CIF,SEK,19.48,14.85
PO48553268,SKU6729730365,200828,2019-03-04,2019-03-25,2019-03-23,190,2.98,Sea,delivered,DAP,SEK,11.38,18.67
PO41691764,SKU6729730365,200828,2019-06-03,2019-06-24,2019-06-27,181,2.71,Sea,delivered,CIF,SEK,39.38,19.76
PO43010738,SKU6729730365,200828,2019-09-03,2019-09-24,2019-09-22,111,2.58,Sea,delivered,FOB,SEK,18.19,9.44
PO39891396,SKU6729730365,200828,2019-12-04,2019-12-25,2019-12-28,80,2.84,Sea,delivered,EXW,SEK,9.83,2.83
PO20527173,SKU6729730365,200828,2020-03-04,2020-03-25,2020-03-27,80,2.81,Sea,delivered,EXW,SEK,9.75,4.21
PO81757680,SKU6729730365,200828,2020-06-03,2020-06-24,2020-06-21,80,2.89,Sea,delivered,FOB,SEK,9.79,2.08
PO14263799,SKU6729730365,200828,2020-09-03,2020-09-24,2020-09-24,80,3.25,Sea,delivered,EXW,SEK,11.49,6.25
PO42867842,SKU6729730365,200828,2020-12-04,2020-12-25,2020-12-24,80,2.84,Sea,delivered,CIF,SEK,19.9,10.24
PO86110805,SKU6729730365,200828,2021-03-04,2021-03-25,2021-03-25,80,2.61,Sea,delivered,DAP,SEK,12.33,4.44
PO09563693,SKU6729730365,200828,2021-06-03,2021-06-24,2021-06-20,80,3.03,Sea,delivered,FOB,SEK,18.55,7.31
PO66518097,SKU8231364505,200889,2018-01-10,2018-01-31,2018-02-01,80,75.67,Air,delivered,EXW,USD,4.27,9.02
PO08579747,SKU8231364505,200889,2018-01-10,2018-01-31,2018-02-02,226,68.97,Air,delivered,FOB,USD,16.14,28.27
PO99258767,SKU8231364505,200889,2018-03-04,2018-03-25,2018-03-21,319,76.64,Air,delivered,CIF,USD,20.14,41.62
PO44799130,SKU8231364505,200889,2018-06-03,2018-06-24,2018-06-23,311,73.38,Air,delivered,EXW,USD,43.46,23.18
PO05407983,SKU8231364505,200889,2018-09-03,2018-09-24,2018-09-25,325,66.34,Air,delivered,EXW,USD,44.28,47.26
PO47837402,SKU8231364505,200889,2018-12-04,2018-12-25,2018-12-24,188,70.15,Air,delivered,EXW,USD,15.85,17.97
PO72363874,SKU8231364505,200889,2019-03-04,2019-03-25,2019-03-27,80,73.39,Air,delivered,EXW,USD,11.86,11.52
PO73365563,SKU8231364505,200889,2019-06-03,2019-06-24,2019-06-19,80,67.29,Air,delivered,FOB,USD,4.8,10.11
PO77418066,SKU8231364505,200889,2019-09-03,2019-09-24,2019-09-23,80,67.37,Air,delivered,CIF,USD,6.12,11.37
PO40724137,SKU8231364505,200889,2019-12-04,2019-12-25,2019-12-22,80,69.79,Air,delivered,CIF,USD,15.15,4.23
PO14806309,SKU8231364505,200889,2020-03-04,2020-03-25,2020-03-25,80,71.1,Air,delivered,DAP,USD,17.15,3.57
PO84840025,SKU8231364505,200889,2020-06-03,2020-06-24,2020-06-27,80,83.19,Air,delivered,FOB,USD,13.45,8.64
PO96263451,SKU8231364505,200889,2020-09-03,2020-09-24,2020-09-23,80,80.39,Air,delivered,CIF,USD,8.03,8.52
PO91547188,SKU7046448675,200090,2015-12-11,2015-12-25,2015-12-27,238,86.5,Sea,delivered,FOB,CNY,13.34,14.16
PO44120074,SKU7046448675,200090,2016-03-11,2016-03-25,2016-03-27,210,77.34,Sea,delivered,FOB,CNY,39.89,22.47
PO42643711,SKU7046448675,200090,2016-06-10,2016-06-24,2016-06-27,281,81.19,Sea,delivered,CIF,CNY,56.12,24.89
PO95282013,SKU7046448675,200090,2016-09-10,2016-09-24,2016-09-19,272,91.8,Sea,delivered,DAP,CNY,56.14,11.68
PO89156213,SKU7046448675,200090,2016-12-11,2016-12-25,2016-12-27,273,72.33,Sea,delivered,DAP,CNY,19.53,19.49
PO05542296,SKU7046448675,200090,2017-03-11,2017-03-25,2017-03-25,296,89.95,Sea,delivered,DAP,CNY,51.52,32.21
PO19992115,SKU7046448675,200090,2017-06-10,2017-06-24,2017-06-15,212,72.78,Sea,delivered,EXW,CNY,29.61,25.75
PO87748780,SKU7046448675,200090,2017-09-10,2017-09-24,2017-09-21,234,79.29,Sea,delivered,CIF,CNY,30.81,5.64
PO98459465,SKU7046448675,200090,2017-12-11,2017-12-25,2017-12-26,218,79.64,Sea,delivered,EXW,CNY,43.61,25.9
PO14218197,SKU7046448675,200090,2018-03-11,2018-03-25,2018-03-18,242,78.29,Sea,delivered,EXW,CNY,12.62,19.63
PO20810979,SKU7046448675,200090,2018-06-10,2018-06-24,2018-06-23,279,82.63,Sea,delivered,EXW,CNY,31.05,11.56
PO07006820,SKU7046448675,200090,2018-09-10,2018-09-24,2018-09-26,264,92.49,Sea,delivered,FOB,CNY,19.29,26.67
PO57946693,SKU7046448675,200090,2018-12-11,2018-12-25,2018-12-25,293,70.85,Sea,delivered,FOB,CNY,67.98,21.31
PO78993497,SKU7046448675,200090,2019-03-11,2019-03-25,2019-03-24,275,75.31,Sea,delivered,CIF,CNY,67.6,29.83
PO18481460,SKU7046448675,200090,2019-06-10,2019-06-24,2019-06-20,233,82.94,Sea,delivered,CIF,CNY,32.31,34.16
PO83631117,SKU7046448675,200090,2019-09-10,2019-09-24,2019-09-25,276,84.69,Sea,delivered,FOB,CNY,45.77,23.1
PO95376810,SKU7046448675,200090,2019-12-11,2019-12-25,2019-12-21,218,77.15,Sea,delivered,FOB,CNY,27.97,29.59
PO91450095,SKU7046448675,200090,2020-03-11,2020-03-25,2020-03-22,280,72.26,Sea,delivered,EXW,CNY,66.92,23.32
PO04723946,SKU7046448675,200090,2020-06-10,2020-06-24,2020-06-27,235,70.93,Sea,delivered,DAP,CNY,41.27,26.61
PO02947903,SKU7046448675,200090,2020-09-10,2020-09-24,2020-09-25,208,79.84,Sea,delivered,DAP,CNY,26.23,10.26
PO80659583,SKU7046448675,200090,2020-12-11,2020-12-25,2020-12-27,239,75.73,Sea,delivered,DAP,CNY,39.93,18.02
PO91001931,SKU7046448675,200090,2021-03-11,2021-03-25,2021-03-25,202,91.04,Sea,delivered,DAP,CNY,29.28,28.35
PO27316103,SKU7046448675,200090,2021-06-10,2021-06-24,2021-06-28,190,70.22,Sea,delivered,DAP,CNY,25.46,22.93
PO97818857,SKU7046448675,200090,2021-09-10,2021-09-24,2021-09-21,183,76.07,Sea,delivered,EXW,CNY,23.3,7.18
PO88089831,SKU9965766197,200090,2019-04-20,2019-05-04,2019-04-30,80,6.14,Sea,delivered,CIF,CNY,18.75,6.64
PO66621891,SKU9965766197,200090,2019-04-20,2019-05-04,2019-04-30,280,6.68,Sea,delivered,FOB,CNY,63.78,22.75
PO72072631,SKU9965766197,200090,2019-06-10,2019-06-24,2019-06-27,296,5.79,Sea,delivered,EXW,CNY,16.03,11.47
PO87914188,SKU9965766197,200090,2019-09-10,2019-09-24,2019-09-29,362,5.36,Sea,delivered,DAP,CNY,76.05,21.84
PO33864832,SKU9965766197,200090,2019-12-11,2019-12-25,2019-12-27,200,5.9,Sea,delivered,FOB,CNY,23.57,5.99
PO57450970,SKU9965766197,200090,2020-03-11,2020-03-25,2020-03-19,170,6.66,Sea,delivered,EXW,CNY,26.43,9.78
PO98160003,SKU9965766197,200090,2020-06-10,2020-06-24,2020-06-19,145,6.27,Sea,delivered,DAP,CNY,18.87,7.84
PO48340260,SKU9965766197,200090,2020-09-10,2020-09-24,2020-09-22,80,6.05,Sea,delivered,EXW,CNY,17.23,2.66
PO31819830,SKU9965766197,200090,2020-12-11,2020-12-25,2020-12-27,80,5.61,Sea,delivered,FOB,CNY,14.21,3.76
PO92855217,SKU9965766197,200090,2021-03-11,2021-03-25,2021-03-28,80,6.06,Sea,delivered,CIF,CNY,6.58,8.6
PO50935695,SKU2528477072,200769,2015-12-04,2015-12-25,2015-12-27,92,90.79,Air,delivered,DAP,EUR,17.93,3.95
PO80450984,SKU2528477072,200769,2016-03-04,2016-03-25,2016-03-23,113,87.32,Air,delivered,FOB,EUR,13.3,9.83
PO51568408,SKU2528477072,200769,2016-06-03,2016-06-24,2016-06-26,136,79.71,Air,delivered,FOB,EUR,9.17,17.55
PO39830041,SKU2528477072,200769,2016-09-03,2016-09-24,2016-09-24,106,99.69,Air,delivered,CIF,EUR,11.79,11.95
PO09584194,SKU2528477072,200769,2016-12-04,2016-12-25,2016-12-25,86,96.0,Air,delivered,EXW,EUR,10.35,6.08
PO15910497,SKU2528477072,200769,2017-03-04,2017-03-25,2017-03-22,96,92.39,Air,delivered,CIF,EUR,8.42,4.47
PO18698589,SKU2528477072,200769,2017-06-03,2017-06-24,2017-06-18,131,86.87,Air,delivered,CIF,EUR,28.72,10.59
PO90396595,SKU2528477072,200769,2017-09-03,2017-09-24,2017-09-16,103,78.88,Air,delivered,EXW,EUR,13.67,2.93
PO89868616,SKU2528477072,200769,2017-12-04,2017-12-25,2017-12-21,91,90.2,Air,delivered,EXW,EUR,14.6,9.24
PO42479266,SKU2528477072,200769,2018-03-04,2018-03-25,2018-03-23,107,87.07,Air,delivered,EXW,EUR,5.78,3.19
PO07431896,SKU2528477072,200769,2018-06-03,2018-06-24,2018-06-21,108,79.92,Air,delivered,FOB,EUR,18.4,14.79
PO86014257,SKU2528477072,200769,2018-09-03,2018-09-24,2018-09-26,108,88.18,Air,delivered,FOB,EUR,15.85,9.52
PO57170964,SKU2528477072,200769,2018-12-04,2018-12-25,2018-12-27,107,89.98,Air,delivered,DAP,EUR,19.76,9.87
PO18074839,SKU2528477072,200769,2019-03-04,2019-03-25,2019-03-24,80,100.31,Air,delivered,DAP,EUR,14.77,9.54
PO19109566,SKU2528477072,200769,2019-06-03,2019-06-24,2019-06-27,80,82.5,Air,delivered,CIF,EUR,12.54,8.3
PO85332640,SKU2528477072,200769,2019-09-03,2019-09-24,2019-09-23,80,99.28,Air,delivered,CIF,EUR,6.63,6.55
PO45607195,SKU2528477072,200769,2019-12-04,2019-12-25,2019-12-23,80,82.13,Air,delivered,DAP,EUR,16.93,7.98
PO64166881,SKU2528477072,200769,2020-03-04,2020-03-25,2020-03-29,80,90.51,Air,delivered,CIF,EUR,14.95,7.45
PO11588887,SKU2528477072,200769,2020-12-04,2020-12-25,2020-12-19,80,76.37,Air,delivered,EXW,EUR,17.88,11.85
PO42547837,SKU2528477072,200769,2021-06-03,2021-06-24,2021-06-24,80,91.51,Air,delivered,FOB,EUR,11.73,11.91
PO95013175,SKU0689086449,200601,2020-04-01,2020-04-22,2020-04-23,80,14.18,Sea,delivered,DAP,USD,7.61,9.13
PO63755448,SKU0689086449,200601,2020-04-01,2020-04-22,2020-04-25,80,11.82,Sea,delivered,FOB,USD,18.57,3.11
PO59624752,SKU0689086449,200601,2020-06-03,2020-06-24,2020-06-25,80,13.95,Sea,delivered,DAP,USD,8.92,8.68
PO47278234,SKU0689086449,200601,2020-09-03,2020-09-24,2020-09-25,80,13.88,Sea,delivered,FOB,USD,17.05,7.08
PO88848963,SKU0689086449,200601,2020-12-04,2020-12-25,2020-12-26,80,12.6,Sea,delivered,DAP,USD,19.31,8.92
PO52697938,SKU0689086449,200601,2021-03-04,2021-03-25,2021-03-20,80,13.19,Sea,delivered,FOB,USD,11.97,1.76
PO83002370,SKU7344804846,200271,2017-12-04,2017-12-18,2017-12-13,184,4.51,Sea,delivered,EXW,KRW,22.59,12.69
PO80552540,SKU7344804846,200271,2017-12-11,2017-12-25,2017-12-29,240,4.12,Sea,delivered,DAP,KRW,55.22,25.75
PO53804244,SKU7344804846,200271,2018-03-11,2018-03-25,2018-04-01,272,3.55,Sea,delivered,DAP,KRW,28.6,17.82
PO37654576,SKU7344804846,200271,2018-06-10,2018-06-24,2018-06-21,245,3.76,Sea,delivered,DAP,KRW,17.03,29.97
PO65678593,SKU7344804846,200271,2018-09-10,2018-09-24,2018-09-25,167,4.21,Sea,delivered,EXW,KRW,37.92,24.47
PO71819892,SKU7344804846,200271,2018-12-11,2018-12-25,2018-12-27,193,3.85,Sea,delivered,FOB,KRW,45.2,26.86
PO16964553,SKU7344804846,200271,2019-03-11,2019-03-25,2019-03-26,168,4.4,Sea,delivered,DAP,KRW,18.06,7.4
PO13854812,SKU7344804846,200271,2019-06-10,2019-06-24,2019-06-26,165,4.35,Sea,delivered,FOB,KRW,40.24,19.46
PO30714770,SKU7344804846,200271,2019-09-10,2019-09-24,2019-09-20,179,4.49,Sea,delivered,EXW,KRW,44.53,7.24
PO92677196,SKU7344804846,200271,2019-12-11,2019-12-25,2019-12-23,202,3.97,Sea,delivered,CIF,KRW,40.99,27.19
PO71068749,SKU7344804846,200271,2020-03-11,2020-03-25,2020-03-25,176,3.66,Sea,delivered,DAP,KRW,15.29,11.8
PO03129254,SKU7344804846,200271,2020-06-10,2020-06-24,2020-06-26,156,4.41,Sea,delivered,EXW,KRW,9.81,7.47
PO67563645,SKU7344804846,200271,2020-09-10,2020-09-24,2020-09-25,169,3.99,Sea,delivered,FOB,KRW,11.54,9.31
PO38024125,SKU7344804846,200271,2020-12-11,2020-12-25,2020-12-28,136,3.49,Sea,delivered,DAP,KRW,25.91,6.04
PO10405320,SKU7344804846,200271,2021-03-11,2021-03-25,2021-03-25,141,4.0,Sea,delivered,FOB,KRW,30.42,6.55
